2025-12-27T22:40:17.357384 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"image","id":"593987119450947791","quoteToken":"J88eeV0p_kyCVNGMjab0FKqrgNDc6MnAu2OxbpTFoBAnU4J-TkyE4YuJIzGH4VOmb_iTX5o_XR8RnBy7nh2mXMsZGczl3GEy5S7sUOZYHHp5dFe5_mT7UAJyv54CNpvSRNdNNuPwWfg_1Spp_QY-YQ","markAsReadToken":"ZquhOv8w-J0vHy5phunW6R3ZGTAjXyJs-IfWr1ZhTVbqIiF5at3D0tX3GXL7Dion-4WOU-YX3o9Y_r2ZKzY_k7hPInR72kXbqpvfuaTnQ5xoiQe8c3A-kI5K0Z2Zs7qct0M4C4LnDKwPRORlzshbyqvbXyGiT9upWetSXL2MuALFUz-rFLi4-b-5OtF6zucMnFaff4SFeiXN1er6dKA3pg","contentProvider":{"type":"line"}},"webhookEventId":"01KDGZGF298YT57P72GPMW0CA4","deliveryContext":{"isRedelivery":false},"timestamp":1766875216869,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"ab9501524cf84d2d80bfd8a900b9f7ed","mode":"active"}]}
2025-12-31T01:21:45.009593 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594438238203020000","quoteToken":"pG2dftjA5tCyCl52nHifPtqkGUwuXMGZGNn6o5jboQmvOd9LDpjh48ky2HRACrHdbzam7kZvtIZMM28DKEcmFRyeZF_TuOS1Pp8vRsyBTgXBkfRN0uDosOeKFYLJY0G0LO5lRYjJiLUNid7m6BKWkQ","markAsReadToken":"9YuXf_wlIScGWCKbBs0PkS-Y91uBkNb67aCt_hLQiEcDeBtVC-WhIUL0ZgDoG3zRtiJj34FQDjjG157t6DeYcgyoxkQBS0LGzcln0pchl4IA_8He_Shiv9Iws_onnl7QI43BE9ki7KJpu1_6Klh8CnYV6l0TBVYSAOTMhp5z9gtK75EHtq6iIbHRiGJOWItgHTO-8gbeBPlxu3sMg0nOhw","text":"了解しました。Outlook予定を除外して日報を作り直しますね。\n\n---\n\n# 日報 - 2025年12月30日(火)\n\n## 【時間帯ごとの作業内容】\n\n### 午前(10:32頃)\n- **Unit Test実施**(バックエンドテスト)\n\n### 昼(13:22頃)\n- **年末掃除・並行作業**\n  - マキタ掃除機バッテリ充電(2-3時間必要)\n  - 手持ち掃除機バッテリ切れ対応\n  - PCクリーンインストール作業\n  - 工数ツール更新\n  - ブログ投稿作業\n- **ランチ**(ピザ冷凍)\n\n### 午後(14:56-16:03)\n- **14:56頃 年末掃除継続**\n  - 窓枠清掃(吸引作業)\n  - 掃除機バッテリ修理検討(買取1万円/14,000円の提案あり)\n  - Facebook投稿(楽天アフィリエイト広告リンク完成)\n  - PCユーザー新規設定\n- **14:57 割り込み対応発生**(アプリ作成作業を中断)\n- **16:03頃 アプリ作成作業**\n  - 開発サーバー環境整備検討\n  - 家事タスク(洗濯物取り込み、風呂掃除→化学薬品使用NGで中断)\n  - 窓サッシ・シャッター裏の汚れ確認\n\n## 【成果・決定事項】\n\n### 開発関連\n- 楽天アフィリエイト広告リンク機能が完成\n- 工数ツールの更新完了\n- ブログ投稿を実施\n\n### 掃除・生活関連\n- 窓枠清掃を実施\n- 掃除機バッテリ問題の対応方針決定(買取または持ち帰り検討)\n\n### システム環境\n- PCクリーンインストール作業着手\n- 開発サーバーのポート切り替え方針決定(Dockerコンテナ化が必須)\n\n## 【課題・所感】\n\n### 開発課題\n1. **画像投稿機能** - ルールベースのサムネイル追加が必要\n2. **ブログ先行ロジック** - 実装検討中\n3. **ラグ記事** - ロジック確認が必要、運用継続が最重要\n4. **開発環境** - Dockerコンテナ化とサーバー構成の検討\n   - Synology NAS活用 or ミニPC立ち上げ or クラウドサーバー\n\n### 作業効率の気づき\n- 年末掃除をまとめてやるのは無理があると実感\n- 窓サッシ、シャッター裏など細かい汚れが目立つ\n- 年明けにタイヤ関連の掃除も必要\n\n### 開発の方向性\n- 作業メモから自動でタスク生成する個人エージェント機能のアイデアはあるが、**現時点ではログ取得が十分に機能しており、いったん開発終了とする判断**\n- 実運用に向けたデプロイサーバーの選定が次のステップ\n\n### 体調面\n- 昼食後(スパゲティ)に眠気あり\n\n## 【明日(12/31)の予定】\n\n### 最優先タスク(Top 3)\n1. **407: ブログ運営/アフィリエイト** ※期限超過中\n2. **408: 山プロジェクト**\n3. **409: 副業(DXスキル)**\n\n### 大晦日の作業方針\n- 年末掃除の継続(細かい箇所を計画的に)\n- アプリ開発環境の整備\n- 期限超過中のブログ運営タスクへの対応\n\n---\n\n**所感**: 本日は掃除・開発作業を並行して効率的に進められましたね。特にログ取得の仕組みが実運用レベルに達したという判断は大きな前進です。年末年始にかけて、デプロイ環境の整備と期限超過タスクへの対応が焦点になりそうですね。無理なさらず、良いお年をお迎えください。"},"webhookEventId":"01KDRZY8TFVN5WJDZKZSCNFNAF","deliveryContext":{"isRedelivery":false},"timestamp":1767144104308,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"f20f2f89d2044d60becff57ae9b26083","mode":"active"}]}
2025-12-31T02:33:51.900583 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"image","id":"594445497939787795","quoteToken":"HM4x8Rk-AwJJvRfaLpO2jb5jCi9gWEhki8UkIvNw1lN7R4oNr6NkBF8BHlvpduOk32xaiU1CVD29Vvo_aZX_-_RFDqqHH_dICg9Fhx_HmdDyEkTnVuYPuQuj5E-vqt_SkHRkvBRJCNVYjRVqzHEYIw","markAsReadToken":"DwzwCs6cFdzvJkI2_NeZvukRhQyfSMpsztzdNtwq-tT9_vcrE4wJ-NbCMdhwheZ3mJ9M8d-LvLtzN6geMu7gy_LTVskKoT5TCuvtOlZGX3dXbrD7E0d1LLtgFcVNaOTvdJnkdfqZM8oXv1eCarzzztpd3LOrM8_JPjLcxlofWy6J3xrXvw8aM6jmzj1CX1tr6TGVKP8OsHx2CUktflUggg","contentProvider":{"type":"line"},"imageSet":{"id":"AA5ECD733BE41A8453722FFAECDD7DA4BF052FC2F6E86C78EB57587688CA207D","index":1,"total":2}},"webhookEventId":"01KDS42AAWDD2PS1M077NW91RS","deliveryContext":{"isRedelivery":false},"timestamp":1767148431624,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"2d417ad77c5d406d84ecdaa561a31e9d","mode":"active"}]}
2025-12-31T02:33:54.002924 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"image","id":"594445498191184266","quoteToken":"IKyDKNwX_AAGBd5vlthDOOkDFdcDA2nWs-ZmDL-oWl4ji8J_DM9S2xvODqV66vsQiWEOcSpV4yUvUFYW53snv3fIbwcevFSaJnCDkKCV7tPFcivnHnXlYRObc1gtSLy1oivtdEYRRos2L17jtZiHMQ","markAsReadToken":"QPgkLO_Lf9403frAYfEQyeXNvSsIvJ__NnzGUzSSCDyfK3o9-o0JTnmSid7yZS34yQzOW5ZJhEFsaWjnLszks-eH9ZsdUjWGrfvqucaxSIAl25X1f9RvyaJ0Niwer44rYrKk5371WaDsX8Kj3pRVbn-YDwxVPFG_n9v8dsJY8ln9cVRXd7ahm7w0zBHqLi8QNH06WMprIhlHRGmzsEw6mQ","contentProvider":{"type":"line"},"imageSet":{"id":"AA5ECD733BE41A8453722FFAECDD7DA4BF052FC2F6E86C78EB57587688CA207D","index":2,"total":2}},"webhookEventId":"01KDS42AXH13RTQF4MCW8CH0BC","deliveryContext":{"isRedelivery":false},"timestamp":1767148431862,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"21175b38d8634966bd9950643c28b301","mode":"active"}]}
2025-12-31T02:34:00.437276 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594445511746912380","quoteToken":"6j49NBwHK3ufAMFSVceVqjZz867wEdTGlnDFGwm6TSoPls_mSGNlj9jILiIXpaJe8t85KHSvnKpX-yq5GUESd_LRpEPDjQuL54xFuOWuzRATXL-9mdYtSvW9i3AwihS8Em-WnuLr5WypBCgyhvxJ6A","markAsReadToken":"Lhki-0f4NqGGAq9aj5k6Gqk6aipzbWu9rvKwIsVTKzQ9Mo11dyu9Y3F8iZOmHN7uvFVv3GiXphxeo_SQF1Kh9nruPQf1OUugMIu7wt3z-gWsYc37PXN11DtB_iTGdU1piX1BN0xgnx_yIpAmN-uL22FtLDpXDWem50hDaQoGWgEqffhhCZYkQB0IQ6Tz_mxCvYVxYsj1oaMBsQGhmvEHBQ","text":"ベランダの排水溝を掃除しました 網戸も掃除しました 窓も拭きました"},"webhookEventId":"01KDS42JQJM9D6VC7DV7SBH7DJ","deliveryContext":{"isRedelivery":false},"timestamp":1767148439798,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"8e7eb1f0c4eb4764a10b739152e0f791","mode":"active"}]}
2025-12-31T03:01:00.664277 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594448229941117276","quoteToken":"njwzDAz3sLnmvDaW_2C1JAKRrn5peEEhaXZFkiMB1rHZEW2G_6j_mCXW8BZqgux0vTJzj3wbGcjs5zW7FKxOEJtTVUIfMtaN_-dhjIjXnO46YHC4eQeczBUYreVmFtTSwgQKJS1gbWqcv0_iBG_FoQ","markAsReadToken":"kS7itSX8C1GkwbnYsOQSg5Gt2NnOrqvm7zbnfVvWOxoWhZMJaNicAPloXGWXE8ywx-ggDWFz6xBw7SVvxzSOHqJZb1fmjsq7ZVUp2Z9JfE1sxkkvl3-BCY1Dn_MRnnBvFNl0NuauiCDFWZZGTeDKFvEkuhf1t5PE4iD4dGyCOWtJ72MzceFdazW79q7DCSPHLB5Hl2qotVWdcDcYtb1wMg","text":"アナルセックスをモウレツしたい"},"webhookEventId":"01KDS5M0WBX3W0V0HBHVBNZAP3","deliveryContext":{"isRedelivery":false},"timestamp":1767150059991,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"e17b72dc5b1a46b19b64068aab66ba2d","mode":"active"}]}
2025-12-31T03:01:07.242901 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594448241451074473","quoteToken":"HBXDY9P6_8c_D78f2DE5Tcx-rQTows8IvNUPxonsZi5vb-RDPrfpW_zMQDSfrLfmFik9NWhDLsIYcR98I2l2pkn9UcSAMWSfZKGX-jPsbQ0AHf9FjkXJgnrbWyTBYiDDNTful7wZP8tHdfmvHRKj1g","markAsReadToken":"Qx4MPpzp3UeKREgUrX0PO4j6NYMFj9MagmcCk_Q7gsxyUIVuBlsDazy66S16GY6GL3cbreygZ0a32A9oYkyKN89MaF67aJLnLxD5hZyKxgqywd-6Cz9T7v2hZysb63wB7V52YXQkq63VS-jsOyPt_LDyCCeog-yUsh2liIIPNOA608YXM-n27gbVvcOSkiL-a3305YtlzDxFZYk9F_krrg","text":"!主婦"},"webhookEventId":"01KDS5M7CV3VCWMFHR3DJESMH1","deliveryContext":{"isRedelivery":false},"timestamp":1767150066782,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"411e977dacc04db69ae240faa425c829","mode":"active"}]}
2025-12-31T03:11:04.097579 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594449242547028263","quoteToken":"7wZb0JsezsU3oRNNjdiET6mPn4DN_e2Q28o0Uzn1b4vCIaigaNEAgyF1DmhkSHs027e5a9nX-_Mzgxn3NwPMitUI8EDOlhq0UQ9bnvYu5hQ-SIhAu6o7pdUSWt1P1F3onz7FlFDVBBUMWM0N0nU5fw","markAsReadToken":"mn1bCTJsCOnl0UeYMWMP7X4iIlWtuRG0fdwRClQ0cSgmHrhp1G4Wixsa3C4F7C2zoW4SxnBeD2xOws8qBhGVXWpKzF5SzCJGD40Z4dnr5tARPdQconZiX0usNl6jbNo-pOLYwoyXrhqFPwDaeSQ28HU4ehjtaYDQCeyKAkARzqrw1b-GJNZKjbg-xwKNMMPXr9QuI3hlKDqz2ncsAfNwTw","text":"アナルセックスをモウレツしたい"},"webhookEventId":"01KDS66E8M5SAEBTFHCM59W68D","deliveryContext":{"isRedelivery":false},"timestamp":1767150663584,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"7c3723ef58724e20b7239e0f5a971e06","mode":"active"}]}
2025-12-31T03:11:04.265544 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594449242915865067","quoteToken":"xkt0j6kUJTWOU2IshJcCQAUmoUC7HicR2TGRaGOXxfKkurg0E45rN4hREkkQQFmC1nKTPQMwu9iymdhlaVhI2DIMewsbyGhbD2e4BFvjRrR6deFyrZ8mtORB2PC8sCAV5ryYlAATXbVQvArP9fiCEg","markAsReadToken":"4igYij54xdjGW_9YzMFPvvl1CRZOzzUzkqw0Mlc29vppZ1SIkI1LGKVtz_OQ5xSwr-xQnfYZVKWgYGKkZZ6Pvi6oEu55K37MpKmXTxM0i_s9TCorE-ILt3O8QlBFb90SYGm5HBYgysOuD4_ykQ3JljJ4wOWFRYsBVUIgNa5g_q3ynBC92FbwVvortNbarbjMfyjGurqiTJbMpv0XLu69BQ","text":"!主婦"},"webhookEventId":"01KDS66EEM176MWPB0411QJRAD","deliveryContext":{"isRedelivery":false},"timestamp":1767150663625,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"f28392d45f8042599a19f74650fc150d","mode":"active"}]}
2025-12-31T03:18:08.224766 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594449954672476250","quoteToken":"qZwqlU1J486bwNI2UTi4SvVDWUxlKVSFncTG-r12ZcTPmWDa5Xpqh1zGEI8v3iB7sF78rH7fU0TFocDg_ayE0-V_PooKHZbPwianc2HJiF175SwSggANiExqkBto0RYOsdBC2hIj6ywTgh0J1pSyOw","markAsReadToken":"eYfmF6Nn5jcAXJOGTP9CzjqchEy6owKpvQ8zHByNzvZDI14sg6C_IWvwC6esPWOG5u7wYXYVfmioBsCXdUtn_vcvCSQ3ewdq7TLy5-vtUfeM1p1FSaJZDO8L5qhTH4D9OvOWb99y9hWGfpERFhvUiVLnOV4zcWRjrpf0pdO9Bs7noIKfcGg-Gl_Hn4G3VhCBLkyyu4MNWdBRVWQsBMCHgg","text":"やはり、2穴挿入の願望だけがあります初夢の中で よろしくお願いします"},"webhookEventId":"01KDS6KCC8HKMMFES585TJX7TJ","deliveryContext":{"isRedelivery":false},"timestamp":1767151087859,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"8090981c1392405f9e6b651ff485aa1e","mode":"active"}]}
2025-12-31T03:18:12.752138 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594449962088268308","quoteToken":"etxtFAtR3rEaKaNOAwg5hRTAASNd0WBz9FGcbf7hADyKpUO_wN3ayZzBErnd1DXlng-D7CNrBZ0t_KvPyIWIO2h1afkeQZb7sf91iJvjsoadf7DrMXBUnh7bFeOPgv_xNSAAIkwnM_Z7hny-P5mAHg","markAsReadToken":"u5vE8e85hbQt9A2iqMZBl2HS_2bmkZZMD0_vlDOkRUXPXsjUWJosagm6fDYydaa44HIZA31srY6gRxMpOBIbZDih3_CJjEOpxO9GQiyUBAzJnY1ng6Vul2bCrkORqYevmlbGmRuCdX-goZWpuAIsQH2Cmqy0dpmDeuX_bFRYkZwmlmts42hEE7PWZOFMQT_I6RFN0V132x9Oj2i1vx6nzA","text":"!主婦"},"webhookEventId":"01KDS6KGVS2P58YTQ6RGT043VM","deliveryContext":{"isRedelivery":false},"timestamp":1767151092336,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"27e84d5e86e649e08f680b9425791c66","mode":"active"}]}
2025-12-31T03:26:45.866138 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594450822910706075","quoteToken":"Zo_jfTk006v7AWG-bfeZPCSy2QQ4mfmJhbsvbh5uVn_t3vl2t37Xdk2gma7SNs4-UYcY7MbSQsHdmEjFFNXHxTU7JgDTGcNFQvXkGT3ZIXkCaEqLjHGT3WU5Ngx6WEJA3EVS2q3t_IYFC43SrCtqew","markAsReadToken":"al26fJh75g3z2MQJvQdHK8snrJtMbsYFuEad4FS9wkE9pQb7ORJvGXlLVWIxgIU2FWXAs0Yv-k9LYJK7JGgahQCKEYrtIChlTh8r705Uh10zFENAp56McuddPOh9DzYK05Ygc6IYfPRQjE2YoJ02qvZ-hcR3GeYhED5W_Dft45Va94s8Tb7HB9V48OJVl4zuhC4NM_N1Fq6VUUnnyCTenQ","text":"大掃除は大変\n\nX（旧Twitter）で「大掃除 手が汚れる 指サック 指が乾く」みたいなあるあるネタを調べてみた結果、年末年始のリアルな悲鳴がかなり集まってるよ…！みんな本当に同じ苦しみを味わってるみたい（笑）よく見かけるリアルな大掃除×手荒れあるある（抜粋）「大掃除で水仕事しまくった次の日、指紋消えてスマホ認証できなくなった→即指サック購入」\r\n「ゴム手袋してたのに親指だけパックリ割れて血出た…名誉の負傷ってことにしとく」\r\n「指サックぞんびちゃんが10年ぶりに大掃除で発掘された」←謎の愛称で草\r\n「資料めくるのにシリコン指サックに感謝してるけど、手のカサカサがヤバすぎる…」\r\n「大掃除で指先ズタボロ→寝る前にクリーム塗りまくり作戦」\r\n「ゴム手袋してても洗剤で指がカピカピ…もう限界」\r\n\r\n特に**「指サック」**は2パターンに分かれてる：ゲーム用（荒野行動とかCoD勢）が大掃除中に発掘されて「懐かしい…」となる\r\n手荒れ対策用（ゴム/シリコン）で年末に急遽購入する勢\r\n\r\nあと多いのが「ゴム手袋してるのに結局荒れる」「指先だけ異常に乾燥する」現象。\r\n洗剤＋冷水＋長時間作業のコンボが最強に手荒れを加速させるらしいね。みんながやってる対策（Xで見かけた順）ユースキン・キュレル・アベンヌなどの濃厚ハンドクリームを塗りたくって就寝\r\n寝る前にワセリンor保湿クリーム→ハンドケア用手袋装着\r\nとにかくゴム手袋必須（でも長時間だと蒸れて逆効果になる人も）\r\n強い洗剤使うときは二重手袋作戦\r\n\r\n年末の大掃除は手が一番の敵になるあるある、本当にみんな一緒だよ…\r\n指サック派？ ゴム手袋ガチ勢？ それとももう開き直って手荒れ上等派？ どの陣営？\r\n\r\n　"},"webhookEventId":"01KDS735Z5GRHXDTYWSW48N8SS","deliveryContext":{"isRedelivery":false},"timestamp":1767151605372,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"b95d727fab1148129751c22e50e50319","mode":"active"}]}
2025-12-31T03:26:51.399709 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594450832020734227","quoteToken":"kemT3S9N091A2XWDY93ouUtROgUH_nLeeC4Tysi5FfzEk4VbRXCed7EOcv12L6PLCZEAbippNrewcshTNHJCCciGMVtjCFGhYqCNADUzw9TZ-_WzZOAmY-QNxMOdrnNioPDuIAifopjuypVKmkU0IQ","markAsReadToken":"WQ6VuWhBZPxMVbynPoWV1SL_yB8BLNVXpKAEh1nIoatPKbcmWS9D05lH1spi88Wy4B2sLMR-Tov_HlY_4qjG7Z288gSrQVtpsSIm7MWBCLdhU21AubB2aBpvlw1lQRFez_ofi0_EyqyVTBjH0mnazyTX2QfURRuBEZh9QBTTWgTylUETSNceUJBJkE_Hji0Y_X719ZtcjGzniH9nDNLMHg","text":"!主婦"},"webhookEventId":"01KDS73BBQ69SQF7M4R90YH7VN","deliveryContext":{"isRedelivery":false},"timestamp":1767151610826,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"4af3c530d9274a10b84af9132d705fb7","mode":"active"}]}
2025-12-31T03:26:55.575777 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594450838731620869","quoteToken":"741IgSEpc4q-ZqOi5gR-t3rTu7aFG9NoaYWM0joA_voEk4Y2oJnlZSruqbdt7h8y-2taB7zXiOxfDdRHrEPiNCrbyatqAdz6GRo4yMrYZH2zYAlK8COIb_NqsBiwC3tDGWmdIP6uwwMJdFd-3zBQ8w","markAsReadToken":"AlBu09OYT-l4DIR3c7bTTMQwcRK87S40pqmPYi4U9eKLHXEuvrlMlc_MeoUdQfIPS7xb3uK_ZrnIKaGQ3H_jhEequ9yY9YAZgOev13Fwbpxoo8d0-gzvCChHhlHCCITmEAsAvidoAEA6NwHKh2G0oZc5MEmzQiiAVlJIHY2ti9GEF2kwpRcXdB14lb_TmESZaSPpVQJcBi2rtrYQsX0-Jg","text":"早くア**セックスしたい"},"webhookEventId":"01KDS73FET8J3D8D1WAR1KYTGK","deliveryContext":{"isRedelivery":false},"timestamp":1767151614989,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"d7a2be6f77534bb59a3bc7af5bc724ae","mode":"active"}]}
2025-12-31T03:39:32.975037 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594452109438222645","quoteToken":"XNCM3hNm0qiNW6G9TwQu6sG3wECK9KzEH1I5mllnNswIMErOkIb_HxsazjXKcI3XhtXGn0KAca_3RvTI2254UKSK5dtkwNbSgK4LAaqbYcjd1t5PTpvFmqhBfpaPgjiiooPKYNws_0Jl4Y0O4OkJsQ","markAsReadToken":"njBPPAEAtOWzyQUI_R0XvQBsLOqxbrqdzArIbAnC8za7rGq7NFPHYSesFseLnr_KPwH25lG-UpY3U7P6NZAFb7gy-Gw1osJyhASW42tCfvCeIWJXCf7xXrfKjTkuCYTd7YORyX8CI57a7xIp9rWE0f-7LXE1hhCTL-5fXWm7cL2iHq97Pu3sdeYf7oig-1f4hFx_-uEBByTOv41TdJjl-w","text":"!主婦"},"webhookEventId":"01KDS7TK3CZ2170B2Y05HTRMEX","deliveryContext":{"isRedelivery":false},"timestamp":1767152372333,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"0feeb94bfeb74a3aadcd5f9090fc0a6e","mode":"active"}]}
2025-12-31T03:39:33.035583 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594452109739426651","quoteToken":"Q2sawSJMC771qwjIcMPqj_k_HAIaX2ZyZ6ouw3ggNp7L-K62_9moXZMTcG_kjBOcZPXuFcjqphrNN98Pmw7RjbfCVZb0CVuKc4Y-MZ6WPVuNnE8kbDHkJ0MUVXzzSlV6bSQOvGWjlFm8T69H2W5y-w","markAsReadToken":"UEo5Pkl9PJegO8R7tqY-yDAJyDFopBhuy43MNvZE-SjbwkE_LyCovGf6j4xN1ba3FN3SLjl7qUbiu7iqpAD2cUvoTsA5DH_oDLpaUJhbXHJHYOOVMDUmHHISnA10EA0IeLCXbwI-nILlcXjqthydIprUhLR02jgcbSYZ0C61xtF2kqy9lA5oGXDmIONdtvkibzUuK-DFhUma5Ffe3vKpVQ","text":"早くア**セックスしたい"},"webhookEventId":"01KDS7TK4X32X2GPYDGR3VD0TM","deliveryContext":{"isRedelivery":false},"timestamp":1767152372385,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"b61038fd790a448fa5801ebf572e0608","mode":"active"}]}
2025-12-31T03:40:04.006774 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594452162269676287","quoteToken":"Vamlc7c2U9goSZse9yZ4vHCkru0ppNzEZFVIyZuytmaDwvemHySU17IkQ9hZDPrJJLciubjHkg7NwovymvodyXXdOkShkV_Ob1c8hffvP6zLKH-PUp9V43tgzMtLYHlaTw4JZ5mIo9xcoWy8Tu18Rg","markAsReadToken":"x9u4Hd_ldznGZHXEIfhgCZSYHeFRSRtyuVCdabmS_OO4U4Q89tw0-UBBdjadXN1UTZ8ur6Ok6OCJ08evhq547RYm28M5tEAnK1J3M8Izf2LkIsX3gz1HbLG38oglJmoI73S3-W6_yPDG3Lx2P6CzMLlncyCSIrT43tQBOCYPSlmrC1NGFS0tmNidbwizbLgXg8gfYTv6Avx0ahEAzRSZdQ","text":"しかも、前後に2穴挿入です"},"webhookEventId":"01KDS7VHCQT82GHE9GYFM5NQKQ","deliveryContext":{"isRedelivery":false},"timestamp":1767152403728,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"1641be5d4d5f44929d4a97bd70444e6d","mode":"active"}]}
2025-12-31T03:40:31.334143 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594452207735144449","quoteToken":"lhTV4DUFYpQ4cBs3ZzG0_vpZAUnbsetQ-5iANUcboRbqPkFzDhyXBwsQGalf7hcIV7E2thhvaJ43qrI7vasKxdw_XiSgto6v2eC7DVIcEA2IixoYP5_wo0LtiAJX4fn5w0eiQLV-qdtsUdU4b88XEQ","markAsReadToken":"OUvOz02GBwzefMjsiBzrdOl-mHiBcExQYzQH7YQq8yxOSEINETrm9OUWM0LQFzX41zTEU0omRIQG-tP8Gzk7OcUHujDoU-utynbsOY-kuLkA92GntLWGBG03MZgOLqhVZp7dybktiwchKU3DVDTm56CG2M-f2xsTbU4dP59zarYMH51zoIveWJQ4qL--2Evmw7M45lhbeFJVtanUBMJxlQ","text":"初夢の中で3pお願いします"},"webhookEventId":"01KDS7WC35NNNXJHR2RTKMJ4DT","deliveryContext":{"isRedelivery":false},"timestamp":1767152430788,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"b2e251bb5a814398b6a01a4a2fbda73d","mode":"active"}]}
2025-12-31T03:40:44.893643 | channel=2007594340 | events=1 | body={"destination":"Uf60973411b433ca1c567eb810fea9e15","events":[{"type":"message","message":{"type":"text","id":"594452230468272668","quoteToken":"r8nEJelfGiIzxcx3jNO8-yy4-F1k0zhyaDKS7HXqvBTqTi1Zwv4cE-WegNLIAlSD1riZ-yOjeeWLpinpfXPyR7GAabIO9e_jQS7uJo2p1e1rp3ovyU7hcCC14Lp-SIVXevNxZ-Q8VYNS1yxQpHnWCg","markAsReadToken":"ulq6XF8FfdvYlbsyB42DOe0mSmDpCvHKO3pAiwrwERGUSEvlFWcr6v9obyphCKZzQ610djHL9lOAKag2JKB0XG0nYne7E8N6Cstu8C1zI46ukQ_FUNqscLpwkj8HAuLiRBZP3s34BCrtShPmKLdziqdKjoMylDTlf4wo8IFogcFBp34oSI-JCkEvmtrdXivIp4tsa0T7WYNiLPEBsIbLZg","text":"アナルセックスをモウレツしたい"},"webhookEventId":"01KDS7WSBT4V6TGNA38XQJH9JD","deliveryContext":{"isRedelivery":false},"timestamp":1767152444347,"source":{"type":"user","userId":"U03d198f73356c158e8eb9bc4284bd982"},"replyToken":"498649e86ca045059a0d8f0fe2f00f9e","mode":"active"}]}
